"id","type","keyword","page","internal_link","title","category","address1","address2","postal_code","memo","site"
927,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0783019152810559078344&recuid=JEGPV32U6JCAYRDJU3RNZNPIL7ZJNG5FBXR5HS57YXCL2AIC&niceid=HEH-Stiftung-Herzogin-Elisabeth-Hospital-Braunschweig-Leipziger-Str&buc=783&verlNr=147&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=1,HEH - Stiftung Herzogin Elisabeth Hospital *,Orthopädische Rheumatologie,Leipziger Str. 24,Braunschweig,"38124","38124 Braunschweig",https://www.dasoertliche.de
928,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0131032815728552508321&recuid=ENLSCYTLTMPUMPSAU6J77MV7ECC4RUUU5MW4HV5N6PERSAQ&niceid=Heichel-Thomas-O-Dr-med-Facharzt-f%C3%BCr-Orthop%C3%A4die-Chirotherapie-Sportmedizin-H-Arzt-Bruchsal-Untergrombach-B%C3%BCchenauer-Str&buc=131&verlNr=101&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=2,Heichel Thomas O. Dr.med. Facharzt für Orthopädie Chirotherapie Sportmedizin H-Arzt,Fachärzte für Orthopädie,Büchenauer Str. 14,"Bruchsal, Untergrombach","76646","76646 Bruchsal, Untergrombach",https://www.dasoertliche.de
929,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0163033449250551125846&recuid=BI4JWCKN25YG6ULOTKGIZJXHB3B2RZMXQIF5BG6H6GRTAAQ&niceid=Heidt-Stefan-Dr-med-Arzt-f%C3%BCr-Orthop%C3%A4die-und-Sportmedizin-Deggendorf-Graflinger-Str&buc=163&verlNr=122&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=3,Heidt Stefan Dr.med. Arzt für Orthopädie und Sportmedizin,Fachärzte für Orthopädie und Unfallchirurgie,Graflinger Str. 19,Deggendorf,"94469","94469 Deggendorf",https://www.dasoertliche.de
930,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0766548524933559251146&recuid=4GC5BOCVDLGYJ3EKAAPG2LZC64WB2EAZHXQCIGYBDQ6RKSHMAI&niceid=Heiko-Nolting-Facharzt-f%C3%BCr-Orthop%C3%A4die-Wetzlar-Spilburgstr&buc=766&verlNr=171&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=4,Heiko Nolting Facharzt für Orthopädie,Fachärzte für Orthopädie,Spilburgstr. 4,Wetzlar,"35578","35578 Wetzlar",https://www.dasoertliche.de
931,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0766548527899559251146&recuid=OF6SQKFNRI2RIFA243TZJP62M7KI32EJYVYMR2UKR7CYLMD4AI&niceid=Heiko-Nolting-Facharzt-f%C3%BCr-Orthop%C3%A4die-Wetzlar-Spilburgstr&buc=766&verlNr=171&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=5,Heiko Nolting Facharzt für Orthopädie *,Fachärzte für Orthopädie,Spilburgstr. 4,Wetzlar,"35578","35578 Wetzlar",https://www.dasoertliche.de
932,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2253201623278552605693&recuid=F7DEN7LHNGHEVL2DFC7GPRIPNZ55UT7F2TAQNRLHWL6AE&niceid=Heilmann-Paul-Dr-Arzt-f-Orthop%C3%A4die-Sportmedizin-u-Chirotheraphie-Landshut-Peter-u-Paul-Marschallstr&buc=2253&verlNr=106&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=6,"Heilmann Paul Dr. Arzt f. Orthopädie,  Sportmedizin u. Chirotheraphie",Fachärzte für Orthopädie und Unfallchirurgie,Marschallstr. 19,"Landshut, Peter u. Paul","84028","84028 Landshut, Peter u. Paul",https://www.dasoertliche.de
933,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2253214112104552605693&recuid=R34ZMF4ZYSY6XEHCCE6GE7RQZ5CHW4CE5MXAAYTZOYCAZUIC&niceid=Heilmann-Paul-Dr-med-Landshut-Peter-u-Paul-Marschallstr&buc=2253&verlNr=106&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=7,Heilmann Paul Dr.med.,Fachärzte für Orthopädie und Unfallchirurgie,Marschallstr. 19,"Landshut, Peter u. Paul","84028","84028 Landshut, Peter u. Paul",https://www.dasoertliche.de
934,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2247016117639552605544&recuid=TR7234JY4M37SFXQ7B3ZY6GN3XARHIKIXWJKOMW7GTIF5CV3AI&niceid=Heilzentrum-f%C3%BCr-Sport-und-Tanzmedizin-Christian-Beregov-M%C3%BCnchen-Obergiesing-Tegernseer-Landstr&buc=2247&verlNr=120&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=8,Heilzentrum für Sport- und Tanzmedizin Christian Beregov,Heilpraktiker,Tegernseer Landstr. 85,"München, Obergiesing","81539","81539 München, Obergiesing",https://www.dasoertliche.de
935,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=1046103215496552604546&recuid=LU5GLJC4VBZDQUZQWLDMXWMDIPV7RONMSRJZFQVXWGKLZ4CPAI&niceid=Heimbrodt-Manfred-Dr-Praxis-f%C3%BCr-Allgemein-u-Arbeitsmedizin-Hom%C3%B6opahtie-Gotha-Kindleber-Str&buc=1046&verlNr=222&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=9,"Heimbrodt Manfred Dr. Praxis für Allgemein- u. Arbeitsmedizin,  Homöopahtie",Fachärzte für Allgemeinmedizin,Kindleber Str. 99,Gotha,"99867","99867 Gotha",https://www.dasoertliche.de
936,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2249108631038552605664&recuid=P2DFYZFRDTHBX3YQPCSU5NB4H4LM2J4MHVYEBVRJ35DUIAQ&niceid=Heinemann-Markus-Dr-med-Internistische-Hausarztpraxis-Stuttgart-West-Feuerseeplatz&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=10,Heinemann Markus Dr.med. Internistische Hausarztpraxis,Fachärzte für Innere Medizin,Feuerseeplatz 4,"Stuttgart, West","70176","70176 Stuttgart, West",https://www.dasoertliche.de
937,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2244116733663552605391&recuid=4IJRXTM32JNYO6UMZRPYYHFUUOHWTLTEVPR42I6CMCHNQAQ&niceid=Heinrichsohn-Dirk-Dr-med-Facharzt-f%C3%BCr-Allgemeinmedizin-Sportmedizin-Chirotherapie-Hamburg-Eidelstedt-Eidelstedter-Platz&buc=2244&verlNr=1126&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=11,Heinrichsohn Dirk Dr. med. Facharzt für Allgemeinmedizin Sportmedizin Chirotherapie,Sportmedizin,Eidelstedter Platz 23 A,"Hamburg, Eidelstedt","22523","22523 Hamburg, Eidelstedt",https://www.dasoertliche.de
938,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0777400108163551904358&recuid=WHQ723NIHKU5JCG7MI4EANBRU5CQCC3GII7OAMSUEZJECFCX5QBA&niceid=Heinze-J%C3%B6rn-Dr-Orthop%C3%A4de-Witten-Fla%C3%9Fkuhle&buc=777&verlNr=207&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=12,Heinze Jörn Dr. Orthopäde,Fachärzte für Orthopädie,Flaßkuhle 6,Witten,"58452","58452 Witten",https://www.dasoertliche.de
939,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0174091244092535404627&recuid=BKQ6OPFJ3LUW7SDEDWXDPTZJB55NEREBM4CFDRBB7VM7UKQJAI&niceid=Heinze-Stefan-Dr-Dinkelsb%C3%BChl-Karlsbader-Str&buc=174&verlNr=122&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=13,Heinze Stefan Dr.,Fachärzte für Neurochirurgie,Karlsbader Str. 7,Dinkelsbühl,"91550","91550 Dinkelsbühl",https://www.dasoertliche.de
940,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0616091244093535405083&recuid=FQQ7MBNIVBUUSSCCTSALRI6WHWY3XAVXTMW7LY4AVLI4HWJGAI&niceid=Heinze-Stefan-Dr-Rothenburg-Ansbacher-Str&buc=616&verlNr=122&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=14,Heinze Stefan Dr.,Fachärzte für Neurochirurgie,Ansbacher Str. 13,Rothenburg,"91550","91550 Rothenburg",https://www.dasoertliche.de
941,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0367013993971551471979&recuid=7LORZMWJMGKZ7MM6FZASSZYK6B6UMERSZ4LDQG3LOQDDRWYC&niceid=Held-Carolin-Dr-med-FA-Orthop%C3%A4die-Ingolstadt-Am-Stein&buc=367&verlNr=120&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=15,Held Carolin Dr.med. FA Orthopädie,Fußchirurgie,Am Stein 10,Ingolstadt,"85049","85049 Ingolstadt",https://www.dasoertliche.de
942,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0705101997751547497498&recuid=SCODSQ56HTKPL4HUFNOXMSS6QRDEABQGEWIQQBDSP4A2UAQ&niceid=Heldmaier-Uwe-Dr-med-Facharzt-f%C3%BCr-Orthop%C3%A4die-Sportmedizin-Chirotherapie-T%C3%BCbingen-Innenstadt-Karlstr&buc=705&verlNr=1124&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=16,Heldmaier Uwe Dr. med. Facharzt für Orthopädie Sportmedizin Chirotherapie,Fachärzte für Orthopädie und Unfallchirurgie,Karlstr. 6,"Tübingen, Innenstadt","72072","72072 Tübingen, Innenstadt",https://www.dasoertliche.de
943,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=2247681667672559264365&recuid=WBJIOYIOCMNNKPWXRJKMGEXH6GAXVCCA5OYYUKH4H7HYUAQ&niceid=Helge-Wolf-M%C3%BCnchen-Obergiesing-Giesinger-Bahnhofplatz&buc=2247&verlNr=120&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=17,Helge Wolf,Fachärzte für Allgemeinchirurgie,Giesinger Bahnhofplatz 2,"München, Obergiesing","81539","81539 München, Obergiesing",https://www.dasoertliche.de
944,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0178009533042463089360&recuid=KVGOUW6OQUCDAIBSX2AYXRG3KCTPNO6O4ZN356NCTPLG6AQ&niceid=Helgers-Beate-Dr-Orthop%C3%A4dische-Facharztpraxis-Dorsten-Lembeck-Wasserfurt&buc=178&verlNr=161&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=18,Helgers Beate Dr. Orthopädische Facharztpraxis,Fachärzte für Orthopädie,Wasserfurt 36,"Dorsten, Lembeck","46286","46286 Dorsten, Lembeck",https://www.dasoertliche.de
945,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0465906338173554755751&recuid=VMRLTUO2ZBVM4TWM344ZQ6XFU2XALNSVROS56NO7NXNGVA5DAI&niceid=Helgers-J%C3%BCrgen-Dr-med-Facharzt-f%C3%BCr-Orthop%C3%A4die-und-Unfallchirurgie-ambulante-u-station%C3%A4re-Operationen-L%C3%BCnen-Nordl%C3%BCnen-Merschstr&buc=465&verlNr=166&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=19,Helgers Jürgen Dr. med. Facharzt für Orthopädie und Unfallchirurgie; ambulante u. stationäre Operationen,Fachärzte für Allgemeinchirurgie,Merschstr. 20,"Lünen, Nordlünen","44534","44534 Lünen, Nordlünen",https://www.dasoertliche.de
946,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=1142548536850559251820&recuid=EI76ORUMNN3WO43LVWPPHC47APZ7LC6JH2TYFTMAZ3KYMKYC&niceid=HELIOS-Klinikum-Meiningen-Meiningen-Drei%C3%9Figacker-Bergstr&buc=1142&verlNr=217&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=20,HELIOS Klinikum Meiningen,Krankenhäuser und Kliniken,Bergstr. 3,"Meiningen, Dreißigacker","98617","98617 Meiningen, Dreißigacker",https://www.dasoertliche.de
947,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=1216006657174552605039&recuid=TBQXGYIODYU52LOR64Y7KZOQXOOTBACV3GM7O4O7KX52EAQ&niceid=HELIOS-MVZ-S%C3%BCdniedersachsen-GmbH-Northeim-Einbecker-Landstr&buc=1216&verlNr=166&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=21,HELIOS MVZ Südniedersachsen GmbH,Fachärzte für Innere Medizin,Einbecker Landstr. 48,Northeim,"37154","37154 Northeim",https://www.dasoertliche.de
948,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0580935631395557347062&recuid=7Y3R7Q3HIF7ZWW4SSR5O43OD52NUBJTER37ZIKWHH2NQDEPUAI&niceid=Heller-Joachim-Dr-med-Plochingen-Neckarstr&buc=580&verlNr=1133&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=22,Heller Joachim Dr.med.,Fachärzte für Allgemeinmedizin,Neckarstr. 3,Plochingen,"73207","73207 Plochingen",https://www.dasoertliche.de
949,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0074092005300552423984&recuid=DDMMFTUSFOIH3NDUNSLTDGKMDIIPMLPRDQLARTCU5VLNS4AZAI&niceid=Hellich-Bickel-Seidel-Weber-Dres-Facharztzentrum-f%C3%BCr-Orthop%C3%A4die-Bamberg-Heinrichsdamm&buc=74&verlNr=122&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=23,"Hellich, Bickel, Seidel, Weber Dres. - Facharztzentrum für Orthopädie",Fachärzte für Orthopädie und Unfallchirurgie,Heinrichsdamm 4 a,Bamberg,"96047","96047 Bamberg",https://www.dasoertliche.de
950,Standardsuche,Sportärzte,38,https://www.dasoertliche.de/?form_name=detail&id=0074076751143552423984&recuid=C6DQXFNMJHHXF233ECOUD3IUCVH7S4X6IMMUH6SC5YNS2AQ&niceid=Hellich-J%C3%BCrgen-Dr-Arzt-f%C3%BCr-Orthop%C3%A4die-Sportmedizin-und-Chirotherapie-Bamberg-Heinrichsdamm&buc=74&verlNr=122&kw=Sportärzte&recFrom=926&pagePos=38&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=24,Hellich Jürgen Dr. Arzt für Orthopädie Sportmedizin und Chirotherapie,Fachärzte für Orthopädie und Unfallchirurgie,Heinrichsdamm 4 A,Bamberg,"96047","96047 Bamberg",https://www.dasoertliche.de
951,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0788094535879551126459&recuid=ZNTCNANOFIXK4CVHUFNIOO4R3WKET3KK3TFNUQGNADNDDGOGAI&niceid=Hellmuth-Hans-J%C3%B6rg-Dr-med-Frieling-Sebastian-Dr-med-W%C3%BCrzburg-Lengfeld-Dorfgraben&buc=788&verlNr=122&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=0,"Hellmuth Hans-Jörg Dr. med. , Frieling Sebastian Dr. med.",Fachärzte für Allgemeinmedizin,Dorfgraben 2 a,"Würzburg, Lengfeld","97076","97076 Würzburg, Lengfeld",https://www.dasoertliche.de
952,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0505000263164438642098&recuid=OTXT2TYONWTRDAYYCOHR5VRWPIJKUB6ILB2RHM2XXZ2U4AQ&niceid=Hellwig-Christine-M%C3%BCnster-Wienburg-Hoher-Heckenweg&buc=505&verlNr=166&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=1,Hellwig Christine,Fachärzte für Allgemeinmedizin,Hoher Heckenweg 92 A,"Münster, Wienburg","48147","48147 Münster, Wienburg",https://www.dasoertliche.de
953,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=2249107455141555714417&recuid=3MGQAT6QWJC34YNXVARI2ENXTKCBTOCY3JFQYU4AKOZBSNYC&niceid=Hellwig-Christoph-Dr-med-Geiling-Matthias-Dr-med-Orthop%C3%A4den-Stuttgart-Bad-Cannstatt-Marktstr&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=2,"Hellwig Christoph Dr.med. , Geiling Matthias Dr.med. Orthopäden",Fachärzte für Orthopädie und Unfallchirurgie,Marktstr. 59,"Stuttgart, Bad Cannstatt","70372","70372 Stuttgart, Bad Cannstatt",https://www.dasoertliche.de
954,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=2249107596790555714417&recuid=KW6ZO2UW272TBUJZJOPDJHYHCRB7S6FGAZNWXK25YQZGQAQ&niceid=Hellwig-Christoph-Gelling-Matthias-Gemeinschaftspraxis-Stuttgart-Bad-Cannstatt-Marktstr&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=3,"Hellwig Christoph , Gelling Matthias Gemeinschaftspraxis",Fachärzte für Orthopädie und Unfallchirurgie,Marktstr. 59,"Stuttgart, Bad Cannstatt","70372","70372 Stuttgart, Bad Cannstatt",https://www.dasoertliche.de
955,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=2242011005152556572836&recuid=MXK7X55KC6OQBOYCGXSED53VERFOMJMYJXVNJBKMVUNP73YC&niceid=Hengst-Ansgar-Dr-Med-Orthop%C3%A4dische-Praxis-Essen-Bredeneyer-Str&buc=2242&verlNr=161&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=4,Hengst Ansgar Dr. Med. Orthopädische Praxis,Fachärzte für Orthopädie,Bredeneyer Str. 108,Essen,"45133","45133 Essen",https://www.dasoertliche.de
956,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0302000014296540331981&recuid=E3C2VLOBMSGUHK2BDWQS7IRAFYTP2F44PUTR3KJ53AINI2ZDAI&niceid=Hengstenberg-Joachim-Dr-med-Hameln-Afferde-Langes-Feld&buc=302&verlNr=146&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=5,Hengstenberg Joachim Dr.med.,Fachärzte für Allgemeinmedizin,Langes Feld 1,"Hameln, Afferde","31789","31789 Hameln, Afferde",https://www.dasoertliche.de
957,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0445037365622393625562&recuid=M4N3ZHP6HVJQE5IJ5X23NFPCNOO3BRWNBHIYF4VQ7QQQE&niceid=Hennecke-Karl-Dr-med-Arzt-f%C3%BCr-Sportmedizin-Leverkusen-Schlebusch-Saarstr&buc=445&verlNr=128&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=6,Hennecke Karl Dr.med. Arzt für Sportmedizin,Fachärzte für Allgemeinmedizin,Saarstr. 18,"Leverkusen, Schlebusch","51375","51375 Leverkusen, Schlebusch",https://www.dasoertliche.de
958,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=1040000560778558383951&recuid=XT73LCOWQG35TEOSOVQQWGS5UJIRWK2SKGZBO5YJFQJEWQ5OAI&niceid=Hennig-Uwe-Dr-med-Facharzt-f%C3%BCr-Orthop%C3%A4die-Facharzt-f%C3%BCr-Orthop%C3%A4die-Erfurt-Kr%C3%A4mpfervorstadt-Geschwister-Scholl-Str&buc=1040&verlNr=225&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=7,"Hennig, Uwe Dr. med. Facharzt für Orthopädie Facharzt für Orthopädie",Fachärzte für Orthopädie und Unfallchirurgie,Geschwister-Scholl-Str. 6,"Erfurt, Krämpfervorstadt","99085","99085 Erfurt, Krämpfervorstadt",https://www.dasoertliche.de
959,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0505000305693542058515&recuid=MH66LK5LS22QJEYPMCUQTQZEN5GNUB65JJQGB5KGVNTVWAQ&niceid=Henning-W-Grewe-B-Zeggel-K-Dres-med-%C3%84rzte-f%C3%BCr-Orthop%C3%A4die-Sportmedizin-Gemeinschaftspraxis-M%C3%BCnster-Centrum-Ludgeriplatz&buc=505&verlNr=166&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=8,"Henning W. , Grewe B. , Zeggel K. Dres.med. Ärzte für Orthopädie Sportmedizin Gemeinschaftspraxis",Orthopädietechnik,Ludgeriplatz 11,"Münster, Centrum","48151","48151 Münster, Centrum",https://www.dasoertliche.de
960,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0214000140525466455702&recuid=QTDCLSH4NKHODKHWFMCVUH23QI7TEXA4P6CWET3XEBO34AQ&niceid=Henrich-Roland-Doctor-medic-Arzt-f%C3%BCr-Orthop%C3%A4die-Rheumatologie-Sportmedizin-Esslingen-am-Neckar-Mettingen-Schenkenbergstr&buc=214&verlNr=107&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=9,Henrich Roland Doctor-medic Arzt für Orthopädie Rheumatologie Sportmedizin,Fachärzte für Orthopädie und Unfallchirurgie,Schenkenbergstr. 70,"Esslingen am Neckar, Mettingen","73733","73733 Esslingen am Neckar, Mettingen",https://www.dasoertliche.de
961,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0675004098029497995770&recuid=FYA3A2EZOVEUW3255TSYLZOTHWJ4BJX6WYX6ZYND4KNRIAQ&niceid=Hense-Michael-Dr-Arzt-f%C3%BCr-Allgemeinmedizin-und-Sportmedizin-Soest-Isenacker&buc=675&verlNr=131&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=10,Hense Michael Dr. Arzt für Allgemeinmedizin und Sportmedizin,Fachärzte für Allgemeinmedizin,Isenacker 12,Soest,"59494","59494 Soest",https://www.dasoertliche.de
962,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0288000043616554843389&recuid=U2DYH3NY2LH4H2OSM5ZAQVZXVZDRE7YYH6TWOUTBBILC4CFDAI&niceid=Hentschel-M-Dr-Radwan-H-Seleman-Z-Dr-Vogelsang-N-Gemeinschaftspraxis-G%C3%BCtersloh-Innenstadt-Carl-Bertelsmann-Str&buc=288&verlNr=125&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=11,"Hentschel M. Dr., Radwan H., Seleman Z. Dr.,  Vogelsang N. Gemeinschaftspraxis",Fachärzte für Allgemeinmedizin,Carl-Bertelsmann-Str. 69,"Gütersloh, Innenstadt","33332","33332 Gütersloh, Innenstadt",https://www.dasoertliche.de
963,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=2249105174041555018182&recuid=MSH5U56DZTDQD7IGC24HVLBVEVS4GPUQGRVCTLDVSUJV4AQ&niceid=Herb-Wolfgang-Dr-med-Sportmedizin-Chirotherapie-Stuttgart-Feuerbach-Stuttgarter-Str&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=12,Herb Wolfgang Dr.med. Sportmedizin Chirotherapie,Fachärzte für Orthopädie und Unfallchirurgie,Stuttgarter Str. 184,"Stuttgart, Feuerbach","70469","70469 Stuttgart, Feuerbach",https://www.dasoertliche.de
964,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=1105000425416552604833&recuid=HRLEIJ4A3EPFSJC6T3Z7PBOCDTV7H7W74E62BM6JSXGQMAQ&niceid=Herber-Lutz-Dipl-Med-Praxis-f%C3%BCr-Allgemeinmedizin-Sportmedizin-Potsdam-Potsdam-West-Stadtheide&buc=1105&verlNr=1131&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=13,Herber Lutz Dipl.-Med. Praxis für Allgemeinmedizin-Sportmedizin,Praktische Ärzte,Stadtheide 31,"Potsdam, Potsdam West","14471","14471 Potsdam, Potsdam West",https://www.dasoertliche.de
965,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0790000438151558646110&recuid=KA7TWMYR4V3TKTJSXDD7PLOBI32P56HVRBI3RT74TKSWUAQ&niceid=Herbsthofer-B-Dr-FA-f%C3%BCr-Orthop%C3%A4die-Wuppertal-Elberfeld-Poststr&buc=790&verlNr=161&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=14,Herbsthofer B. Dr. FA für Orthopädie,Akupunktur,Poststr. 20,"Wuppertal, Elberfeld","42103","42103 Wuppertal, Elberfeld",https://www.dasoertliche.de
966,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0109014781864499724690&recuid=75DE6IE2FMHJUNE35ZQOA4OQ7SHGDRQJ57Y64JHIF3OMKAQ&niceid=Herda-Christian-Dr-med-Arzt-f%C3%BCr-Chirotherapie-und-Sportmedizin-Bonn-Zentrum-K%C3%B6lnstr&buc=109&verlNr=166&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=15,Herda Christian Dr.med. Arzt für Chirotherapie und Sportmedizin,Chirotherapie,Kölnstr. 108,"Bonn, Zentrum","53111","53111 Bonn, Zentrum",https://www.dasoertliche.de
967,Standardsuche,Sportärzte,39,https://www.dasoertliche.de/?form_name=detail&id=0621200119020559595658&recuid=VHL7D2A6POP4ZJOMHMAHCOS5XMPG6WRDN2UDWLCUJQSTEU5CAI&niceid=Heretsch-Peter-Dr-med-Arzt-f%C3%BCr-Orthop%C3%A4die-und-Sportmedizin-Saarbr%C3%BCcken-Malstatt-Rheinstr&buc=621&verlNr=123&kw=Sportärzte&recFrom=951&pagePos=39&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=16,Heretsch Peter Dr.med Arzt für Orthopädie und Sportmedizin,Fachärzte für Orthopädie und Unfallchirurgie,Rheinstr. 37,"Saarbrücken, Malstatt","66113","66113 Saarbrücken, Malstatt",https://www.dasoertliche.de
